Name,Industry,VAT number,Affiliate advertiser ID,External ID,Labels
Motor Power Finland Oy54849,,FI19410392,54849,,
Motoral Oy19034,,FI1117761,19034,,
Moto-Rauma Oy35919,,FI9325354,35919,,
Motorman Oy25741,,FI24251330,25741,,
MOTORWELT OY57082,,FI23116081,57082,,
Motoseal Components Oy18230,,FI8958918,18230,,
Moto-Seinäjoki Oy56275,,FI23169984,56275,,
Move wellness center Oy51565,,FI16442778,51565,,
Movenium Oy53111,,FI21054374,53111,,
MOVIA KOULUTUS OY27215,,FI7914622,27215,,
Moving Goods Oy55596,,FI24745349,55596,,
Movya Oy56502,,FI22710732,56502,,
Mozo Oy34983,,FI17496196,34983,,
MP-Ravintolat Oy56656,,FI20727880,56656,,
MPS Career Oy20260,,FI6328672,20260,,
MPS Career Oy25446,,FI6328672,25446,,
MPS Career Oy27076,,FI6328672,27076,,
MPVsports Oy54429,,FI19477861,54429,,
MPY Palvelut Oyj54610,,FI15706882,54610,,
Mr Max Oy35218,,FI10774739,35218,,
Mr. Panini Oy21304,,FI9524687,21304,,
MRB Show Productions Oy35101,,FI9102345,35101,,
MRP Energy Oy54047,,FI19411272,54047,,
MRP Matila & Röhr Productions Oy697,,FI8825736,697,,
MRP Matila Röhr Productions Oy26863,,FI8825736,26863,,
MRP Risberg Oy51254,,FI20829094,51254,,
MS Wälineurheilu Ky56181,,FI21015674,56181,,
MSCHIC Cosmetics Oy35431,,FI20954071,35431,,
MSD Finland Oy25957,,FI1010729,25957,,
MSD Finland Oy14254,,FI1077835,14254,,
MSD Finland Oy10442,,FI1122771,10442,,
MSV Action Oy25849,,FI16093897,25849,,
MT Mediateko Oy53239,,FI22311299,53239,,
MTA Design Oy34792,,FI14621545,34792,,
MT-Koru Oy33470,,FI9492398,33470,,
MTR Music Oy4806,,FI1417393,4806,,
MTV Oy7700,,FI10939441,7700,,
MTV Oy7702,,FI10939441,7702,,
MTV Oy26822,,FI10939441,26822,,
MTV Oy51189,,FI10939441,51189,,
MTV Oy51225,,FI10939441,51225,,
MTV Oy51226,,FI10939441,51226,,
MTV Oy8376,,FI10939441,8376,,
MTV Oy26527,,FI10939441,26527,,
MTV Oy51593,,FI10939441,51593,,
MTV Oy51594,,FI10939441,51594,,
MTV Oy54185,,FI10939441,54185,,
MTV Oy54186,,FI10939441,54186,,
MTV Oy56527,,FI10939441,56527,,
MTV Oy56528,,FI10939441,56528,,
MTV Oy7752,,FI26181911,7752,,
MTV Oy8476,,FI26181911,8476,,
MTV Oy12769,,FI26181911,12769,,
MTV Oy (ei m.)2176,,FI10939441,2176,,
MTV Oy / IATV51193,,FI10939441,51193,,
MTV Oy / IATV (ei m.)51194,,FI10939441,51194,,
MTV Oy / Internet (ei m.)51190,,FI10939441,51190,,
MTV Oy / Kanavapaketti51191,,FI10939441,51191,,
MTV Oy / Kanavapaketti (ei m.)51192,,FI10939441,51192,,
MTV Oy / Kimppadiili54236,,FI10939441,54236,,
MTV Oy / Muu (ei m.)51224,,FI10939441,51224,,
MTV Oy / Total (mainonta)56529,,FI10939441,56529,,
MTV Produktion AB30556,,FI10939441,30556,,
MTV3 Ohjelmamarkkinointi7701,,FI10939441,7701,,
Muang Thai Oy55678,,FI24237280,55678,,
Muhoksen kunta10139,,FI1866463,10139,,
Muhoksen Villa Säntti & Kumpp.51317,,FI1865954,51317,,
Muistiliitto ry26328,,FI7276990,26328,,
MUISTO DESIGN OY LTD50483,,FI22070317,50483,,
Muksumassi Oy13915,,FI8325635,13915,,
Multi Car Oy35511,,FI10573371,35511,,
Multione Nordic Oy Ab54765,,FI23737240,54765,,
MultiPoint Center Oy50950,,FI21417382,50950,,
Multiprint Group Oy12664,,FI7255532,12664,,
Munax Oy56103,,FI18610202,56103,,
Muotikaupan Liitto ry52264,,FI15210959,52264,,
Muotikuu Oy34827,,FI20256273,34827,,
Muotitalo Hokkanen Oy5022,,FI6974017,5022,,
Muotitalo Hokkanen Oy22736,,FI6974017,22736,,
Muotitalo Hokkanen Oy22743,,FI6974017,22743,,
Muotitalo Jokinen Oy6350,,FI2049756,6350,,
Muotitalo Lehtinen Oy12482,,FI7926455,12482,,
Muotitalo Marja Collection Oy34552,,FI7447497,34552,,
Muovitehdas Abso Oy28290,,FI8896382,28290,,
Murunen Oy54736,,FI23779694,54736,,
Musamaailma Oy35181,,FI5856940,35181,,
Music-Bros avoin yhtiö27132,,FI6842540,27132,,
MusicMakers Oy596,,FI8825875,596,,
Musiikki Järvenpää Oy19717,,FI2093589,19717,,
Musiikki Järvenpää Oy19758,,FI2093589,19758,,
Musiikki Lukinmaa Oy54585,,FI20487047,54585,,
Musiikkikeskus MultiKulti Ky52237,,FI19722791,52237,,
Musiikki-Kullas Oy8009,,FI2100961,8009,,
Musiikkipalvelut Juha Lauttamus T:mi38176,,FI18434763,38176,,
Musiikkiteatteri Palatsi Oy50127,,FI21772261,50127,,
Musiikkituottajat - IFPI Finland ry4813,,FI2806059,4813,,
Musikaalimaakarit ry56756,,FI24436570,56756,,
Musta Pörssi c/o Citymarket10878,,FI8353310,10878,,
Musta Pörssi Jätti Turtola50290,,FI18742512,50290,,
Musta Pörssi Kauhajoki37930,,FI10655377,37930,,
Musta Pörssi Kurikka52567,,FI7382021,52567,,
Musta Pörssi Oy24596,,FI17169136,24596,,
MUSTA PÖRSSI OY25539,,FI17169136,25539,,
Musta Pörssi Oy Jumbo51618,,FI17169136,51618,,
Musta Pörssi Oy Suomenoja51616,,FI17169136,51616,,
"Musti ja Mirri Kuopio, Matkus52121",,FI10838085,52121,,
"Musti ja Mirri Vantaa, Tammisto28697",,FI10838085,28697,,
Mustila Viini Oy-Mustila Vin Ab56580,,FI11085951,56580,,
Mutalan Kauppa Oy21878,,FI8912725,21878,,
Muu ry52146,,FI7686244,52146,,
Muumimaailma Oy13310,,FI9255958,13310,,
Muumimaailma Oy28549,,FI9255958,28549,,
Muumimaailma Oy55289,,FI9255958,55289,,
Muuramen Riihivuori Oy1391,,FI9507844,1391,,
Muurametalot Oy51951,,FI18325778,51951,,
Muurla Design Marketing Oy1476,,FI18847082,1476,,
Muurlan Suoramyynti Oy17511,,FI8840848,17511,,
Muutospiste Oy57855,,FI26343669,57855,,
Muutostehdas Oy27220,,FI7824387,27220,,
Muuttohaukat Oy33656,,FI8872727,33656,,
Muuttopalvelu Grundell Oy26553,,FI10872881,26553,,
MW Finland Oy / MetroAuto6006,,FI22633319,6006,,
MWS Production Oy890,,FI9508601,890,,
MWW Yhtiö Oy33142,,FI17322866,33142,,
MYA OY57336,,FI25848315,57336,,
Myhkylä Oy52478,,FI4329583,52478,,
Mykora Oy4780,,FI17722528,4780,,
Mylan Oy57275,,FI9601523,57275,,
Myllyliitto ry51185,,FI2232921,51185,,
Myllymuksut Oy34247,,FI18963008,34247,,
Myllyn Paras Oy1742,,FI21688676,1742,,
Myllyn Paras Oy Pakasteet16995,,FI21688836,16995,,
MyNextRun Oy57381,,FI23643957,57381,,
Mynämäen kunta16652,,FI20483644,16652,,
Myrskylän Savustamo Oy53487,,FI6688117,53487,,
mySafety Oy51028,,FI21461172,51028,,
Myynnin ja markkinoinnin ammattilaiset MMA16219,,FI2022326,16219,,
Myynti & Markkinointi Järvenpää Oy36600,,FI21624621,36600,,
MYY-PROMOTION29659,,FI18804728,29659,,
Myyrmäen Kodit Oy37742,,FI17421493,37742,,
Mäkelän Auto Oy51459,,FI1263603,51459,,
Mäntsälän Carpojat Oy51502,,FI18449164,51502,,
Mäntsälän kunta32615,,FI1292615,32615,,
Mäntsälän Notariaatti Oy51440,,FI7756820,51440,,
Mäntsälän OP-Kiinteistökeskus Oy37777,,FI1292287,37777,,
Mäntsälän Puutarhakone Oy51510,,FI8405846,51510,,
Mäntsälän Sähkö Oy51501,,FI7738104,51501,,
Mäntsälän Yrityskehitys Oy32965,,FI18045696,32965,,
Mäntyharjun Kiinteistövälitys Ky38116,,FI6196374,38116,,
Mäntyharjun kunta11587,,FI1657610,11587,,
Mäntykustannus Oy36987,,FI21267580,36987,,
Mäntymotelli Lomat Oy56666,,FI25251834,56666,,
Mäntyniemi Resort Oy37625,,FI22267152,37625,,
Mäntän Kalustetalo Oy52255,,FI8807562,52255,,
Mäntän Kalustetalo Oy19941,,FI8807562,19941,,
N.C.D. Production Oy30790,,FI17724507,30790,,
N.S.F. Nordic Sports Finland Oy34037,,FI9710172,34037,,
Naantalin Aurinkoinen Oy20031,,FI24526146,20031,,
Naantalin kaupunki4843,,FI1354572,4843,,
Naantalin Kylpylänranta Oy25577,,FI17119665,25577,,
Naantalin Matkailu Oy31079,,FI7066942,31079,,
Naapurivaaran Lomakeskus Ky56565,,FI23172155,56565,,
Nahka Albert Oy19579,,FI21157664,19579,,
Nahkakunta27049,,FI1163012,27049,,
Nahkapaikka Oy Toivonen6391,,FI2161318,6391,,
Nahkatavara A. Eriksson Oy52235,,FI1413106,52235,,
Naisten Kaupunki Markkinointi ja Kustannus Oy15806,,FI10380924,15806,,
Naisten Pukutehdas Oy15719,,FI1492406,15719,,
Nakkilan Pyörä ja Mopo Oy13418,,FI4847268,13418,,
Nalleparkki Oy53429,,FI22567526,53429,,
Namella52667,,FI23743480,52667,,
Namelli Oy4562,,FI16552723,4562,,
NaMiLa Oy52250,,FI23409335,52250,,
Namuravintolat Oy55760,,FI24089919,55760,,
Nanso Group Oy1579,,FI1515348,1579,,
Nanso Group Oy4839,,FI1515348,4839,,
Nanso Group Oy27344,,FI1515348,27344,,
Napa-Koli Oy51955,,FI10691685,51955,,
Napapiiri Express Oy12523,,FI5453092,12523,,
Napapiirin Energia ja Vesi Oy21349,,FI7309051,21349,,
Napapiirin Kiinteistönvälitys Oy54954,,FI10745479,54954,,
Napapiirin Kuljetus Oy12531,,FI1953735,12531,,
Napapiirin Residuum Oy53912,,FI17440045,53912,,
Nappi Kikka Design Ateljee Oy54904,,FI25265152,54904,,
Narvi Oy11396,,FI6316698,11396,,
NASDAQ OMX Helsinki Oy35088,,FI8150513,35088,,
Naskali Ky34826,,FI5983288,34826,,
Nastolan Kiinteistönotariaatti Oy38243,,FI8494244,38243,,
Nastolan kunta20398,,FI1496693,20398,,
Nastolan Taideyhdistys ry35333,,FI3109730,35333,,
Natcos Oy53528,,FI21631186,53528,,
Natur Produkt Suomi Oy33369,,FI9729703,33369,,
Natura Media Oy32200,,FI18007761,32200,,
NaturaMed Pharma Ab37638,,FI18397325,37638,,
NaturVention Oy56476,,FI24326611,56476,,
Nautikulma Oy54892,,FI2047283,54892,,
Naviauto Oy55159,,FI21017661,55159,,
Navigil Oy57864,,FI23746008,57864,,
Navirec Oy50891,,FI22236137,50891,,
Navitas Kehitys Oy15167,,FI7757364,15167,,
Navitas Kehitys Oy51915,,FI7757364,51915,,
NCC Rakennus Oy52934,,FI17655142,52934,,
NCC Rakennus Oy6683,,FI17655142,6683,,
NCC Rakennus Oy24412,,FI17655142,24412,,
NCC Rakennus Oy26868,,FI17655142,26868,,
NCC Rakennus Oy28316,,FI17655142,28316,,
NCC Rakennus Oy54021,,FI17655142,54021,,
NCC Rakennus Oy53895,,FI17655142,53895,,
NCC Roads Oy28468,,FI17655150,28468,,
Nebula Oy37037,,FI23054247,37037,,
Nelipyörä Oy56684,,FI6332276,56684,,
Nelko Oy26390,,FI21775972,26390,,
Nelko Oy55626,,FI21775972,55626,,
Nellen Oy37291,,FI21286706,37291,,
Nelson Garden Oy51661,,FI19077163,51661,,
Nelson Garden Oy53432,,FI19077163,53432,,
Nelson House Oy55624,,FI18830571,55624,,
NEO Terveys Oy52849,,FI22952424,52849,,
Neonella Oy35385,,FI19065605,35385,,
Neoport Oy53749,,FI9398991,53749,,
Neorex Oy37304,,FI20640259,37304,,
NEP Finland Oy29265,,FI8254443,29265,,
Nerana Oy51480,,FI22127299,51480,,
Nereus Oy26212,,FI7234571,26212,,
Nero Partners51065,,FI19436146,51065,,
Nesco Oy25432,,FI4326569,25432,,
Neste Hankasalmi13733,,FI7735149,13733,,
Neste Jacobs Oy56102,,FI15406185,56102,,
Neste Markkinointi Oy25266,,FI16264908,25266,,
Neste Oil Oyj12541,,FI18523029,12541,,
Neste Oyj2207,,FI18523029,2207,,
Neste Oyj10266,,FI18523029,10266,,
Neste Oyj38004,,FI18523029,38004,,
Netbaron Solutions Oy29148,,FI17934635,29148,,
NetBooster Finland Oy35820,,FI14737855,35820,,
Netcycler Oy54577,,FI21718791,54577,,
Netello Systems Oy33127,,FI15449820,33127,,
Nethit Oy50733,,FI17422250,50733,,
Netmux Oy52166,,FI10417678,52166,,
Netorek OY36591,,FI15003685,36591,,
Nets Oy1530,,FI1078109,1530,,
NettiTieto Oy53741,,FI15627519,53741,,
NettiX Oy35383,,FI16213529,35383,,
Neuvos Group Oy35509,,FI20760293,35509,,
New Gen Transport Oy55178,,FI18684498,55178,,
New Media Table Oy56604,,FI24687679,56604,,
New Nordic Oy35238,,FI18826046,35238,,
New Tube Suomi Oy52936,,FI22722653,52936,,
New Yorker Finland Oy55513,,FI24466163,55513,,
Nevaka Oy55981,,FI22225147,55981,,
Nevas Golf ry52117,,FI7598471,52117,,
Nevertex Oy56429,,FI6258918,56429,,
Newliner Oy50890,,FI22360015,50890,,
Newsec Asset Management Oy33184,,FI7264893,33184,,
Newsec Asset Management Oy51403,,FI7264893,51403,,
Newtop Oy21355,,FI7252024,21355,,
NEXT-Hotels Finland Oy37458,,FI7326265,37458,,
Nextpark Oy31027,,FI19282423,31027,,
Nextpörssi Oy51414,,FI6435988,51414,,
NIBE ENERGY SYSTEMS OY32162,,FI9314276,32162,,
Nicky & Nelly Oy27587,,FI16282188,27587,,
Niemelän Auto Oy56264,,FI6239469,56264,,
Niemen Tehtaat Oy24290,,FI1443049,24290,,
Niemi Palvelut Oy24661,,FI19448606,24661,,
Niihau Tmi32571,,FI10691837,32571,,
Niilo Mäki -säätiö36171,,FI9207796,36171,,
Niinan Kuva-Piste28471,,FI16503091,28471,,
Niina'store Oy53203,,FI23603875,53203,,
Niinatar37009,,FI19800147,37009,,
Nika Oy LKV51802,,FI22974121,51802,,
NIKA-Lasitus Oy51054,,FI6993808,51054,,
Nikander ja Wiinikka Oy53622,,FI1545299,53622,,
Nike Finland Oy2426,,FI8355519,2426,,
"Nikon Nordic AB, filial i Finland19704",,FI10291913,19704,,
NILAN SUOMI OY32931,,FI14527348,32931,,
Nilfisk-Advance Oy Ab35807,,FI19086641,35807,,
"Nilson Group AB, filial i Finland24624",,FI17390906,24624,,
"Nilson Group AB, filial i Finland54303",,FI17390906,54303,,
NINJA FINLAND OY35580,,FI21531767,35580,,
Niqama Oy29555,,FI17372978,29555,,
Niskalan Radio-Sähkö Oy12553,,FI4696260,12553,,
Niskan Auto Oy20202,,FI2987849,20202,,
Niskanen Oy Kodintekniikka ja Urheilu7077,,FI17377138,7077,,
Niskanen Oy Kodintekniikka ja Urheilu29810,,FI2830331,29810,,
Nissan Nordic Europe Oy32950,,FI19688052,32950,,
Nitro FX Oy717,,FI4984967,717,,
Nitro Group Oy911,,FI4984967,911,,
Nivalan kaupunki52638,,FI1867570,52638,,
Nixi-Kaluste Oy14168,,FI1822006,14168,,
Nixi-Kaluste Oy20862,,FI1822006,20862,,
NK Nettikaista Oy29682,,FI16576776,29682,,
NLC FERRY AB OY4705,,FI24907328,4705,,
NLJ Invest Oy57907,,FI20700995,57907,,
Nokia Oyj1593,,FI1120389,1593,,
Nokia Oyj1642,,FI1120389,1642,,
Nokia Oyj2001,,FI1120389,2001,,
Nokia Oyj8138,,FI1120389,8138,,
Nokia Oyj18056,,FI1120389,18056,,
Nokia Oyj23957,,FI1120389,23957,,
Nokia Oyj24502,,FI1120389,24502,,
Nokia Oyj26813,,FI1120389,26813,,
Nokian kaupunki20350,,FI2057174,20350,,
Nokian kaupunki22162,,FI2057174,22162,,
Nokian Panimo Oy19737,,FI8723991,19737,,
Nokian Renkaat Oyj2441,,FI6800068,2441,,
Nokian Renkaat Oyj25740,,FI6800068,25740,,
Nokian Sähkötalo Oy25786,,FI10586607,25786,,
Nomojeans Corporation Oy55738,,FI23577371,55738,,
Nonprofit-palvelut Oy56373,,FI17236431,56373,,
Nooa Säästöpankki Oy28402,,FI18199089,28402,,
No-Pan Auto Oy55035,,FI1861769,55035,,
Norcap Oy Ab51869,,FI18274675,51869,,
Nordalco Oy53175,,FI22984872,53175,,
Nordblast Oy54285,,FI21967018,54285,,
Nordea Bank Finland Abp7053,,FI16802358,7053,,
Nordea Bank Finland Abp10476,,FI16802358,10476,,
Nordea Bank Finland Abp11512,,FI16802358,11512,,
Nordea Bank Finland Abp15695,,FI16802358,15695,,
Nordea Bank Finland Abp1883,,FI16802358,1883,,
Nordea Henkivakuutus Suomi Oy24650,,FI9270728,24650,,
"Nordea Jyväskylä, Henkilöasiakkaat29549",,FI16802358,29549,,
"Nordea Kuopio, Henkilö- ja yritysasiakkaat31789",,FI16802358,31789,,
Nordea Pankki Suomi Oyj25340,,FI16802358,25340,,
Nordea Rahastoyhtiö Suomi Oy30046,,FI17377859,30046,,
Nordea Rahoitus Suomi Oy1406,,FI1123053,1406,,
Nordea Rahoitus Suomi Oy1408,,FI1123053,1408,,
Nordic Automotive Services Oy53428,,FI23456270,53428,,
Nordic Business Forum Oy55553,,FI24748179,55553,,
Nordic Cosmetics Ltd Oy19742,,FI9854301,19742,,
Nordic Cosmetics Ltd Oy36615,,FI9854301,36615,,
Nordic Drugs AB32794,,FI15720254,32794,,
Nordic Ferry Center Oy Ltd33816,,FI8595782,33816,,
"Nordic Guarantee Försäkringsaktiebolag, Filial Finland33820",,FI20192580,33820,,
Nordic Henkilöstöpalvelut Oy37857,,FI18319044,37857,,
Nordic Jetline Finland Oy22111,,FI14379680,22111,,
Nordic Junior Oy51292,,FI21329665,51292,,
Nordic Koivu Oy27387,,FI10454997,27387,,
Nordic Lubricants Oy21047,,FI10584441,21047,,
Nordic Meille Oy54525,,FI24082960,54525,,
Nordic Nano Oy53119,,FI22617570,53119,,
Nordic Offset Oy38083,,FI22205410,38083,,
Nordic PolarHouse Oy27137,,FI17730480,27137,,
Nordic Portals Oy55645,,FI23438726,55645,,
Nordic Rahoitus Oy51888,,FI23130078,51888,,
Nordic Regional Airlines Oy28948,,FI9556419,28948,,
Nordic Regional Airlines Oy33879,,FI9556419,33879,,
Nordic Regional Airlines Oy36964,,FI9556419,36964,,
Nordic Telecom Oy55756,,FI22767798,55756,,
Nordic Trail Oy17540,,FI17489340,17540,,
Nordic Vitality Oy55765,,FI24540319,55765,,
Nordisk Kellogg's Finland1924,,FI9017423,1924,,
Nordisk Kellogg's Finland4207,,FI9017423,4207,,
Nordisk Kellogg's Finland4209,,FI9017423,4209,,
Nordisk Kellogg's Finland4210,,FI9017423,4210,,
Nordisk Kellogg's Finland4211,,FI9017423,4211,,
Nordisk Kellogg's Finland4212,,FI9017423,4212,,
Nordisk Kellogg's Finland4213,,FI9017423,4213,,
Nordisk Kellogg's Finland15605,,FI9017423,15605,,
Nordisk Kellogg's Finland23978,,FI9017423,23978,,
Nordisk Kellogg's Finland24050,,FI9017423,24050,,
Nordisk Kellogg's Finland56383,,FI9017423,56383,,
Nordkalk Oy Ab33469,,FI17962775,33469,,
Nordnet Bank AB Suomen sivuliike36435,,FI23295892,36435,,
Nordway Four Oy54108,,FI21060117,54108,,
Norelco Oy54516,,FI25844533,54516,,
Norilsk Nickel Harjavalta Oy32441,,FI15917284,32441,,
Norlas Oy1495,,FI1120776,1495,,
Normako Oy32679,,FI19766401,32679,,
Normark Sport Finland Oy17782,,FI1052363,17782,,
NORMARK SUOMI OY19544,,FI8954263,19544,,
Norpe Oy29243,,FI19326430,29243,,
Norris Cosmetics Oy32070,,FI4332555,32070,,
NORSTAR Oy17194,,FI6896661,17194,,
Nortal Oy30646,,FI7281351,30646,,
Northern Crown Oy33068,,FI17091404,33068,,
Northforce Oy35152,,FI20262841,35152,,
Norvida Oy55016,,FI23531461,55016,,
Norvital AS36059,,FI20979586,36059,,
Nostokonepalvelu AT Oy55261,,FI23697752,55261,,
Notajar Music Oy54253,,FI18320555,54253,,
Notar 24 Oy51128,,FI21793134,51128,,
Nousiaisten kunta52639,,FI1358215,52639,,
Nova Tampere Oy52622,,FI10324690,52622,,
Novafloor Oy53683,,FI20871831,53683,,
Novart Oy6444,,FI14402828,6444,,
Novart Oy21169,,FI14402828,21169,,
Novart Oy32768,,FI14402828,32768,,
Novart Oy51180,,FI14402828,51180,,
Novartis Finland Oy52856,,FI1136495,52856,,
Novartis Finland Oy1088,,FI1136495,1088,,
Novartis Finland Oy28412,,FI1136495,28412,,
Novia Finland Oy27600,,FI6482725,27600,,
Novilcon Oy22544,,FI7228630,22544,,
Novita Oy29712,,FI1124283,29712,,
Novo Nordisk Farma Oy32772,,FI1008733,32772,,
NPF Kluuvi Oy57972,,FI18955331,57972,,
NRJ Finland Oy Ab1260,,FI10484512,1260,,
NRJ Finland Oy Ab27237,,FI10484512,27237,,
NR-Urakointi Rautiainen Ky55449,,FI5805094,55449,,
NSA Bolagen Ab56631,,FI9019648,56631,,
NST-Lappeenranta ry32844,,FI10650517,32844,,
NT-Box Oy29907,,FI6136064,29907,,
NTcab Oy51362,,FI10291948,51362,,
nTec Finland Oy57274,,FI19801609,57274,,
Numea Oy57816,,FI23201526,57816,,
Nummen Pyörähuolto Oy50814,,FI6197481,50814,,
Nunnanlahden Uuni Oy10935,,FI4992430,10935,,
Nunnanlahden Uuni Oy50844,,FI4992430,50844,,
Nunnauuni Oy50508,,FI20813228,50508,,
Nuorisoasuntoliitto ry51439,,FI2242580,51439,,
Nuorisosäätiö51438,,FI2170660,51438,,
Nurmeksen kaupunki15186,,FI2076690,15186,,
Nurmeksen kaupunki27928,,FI2076690,27928,,
Nurmela Group Oy56592,,FI21021708,56592,,
Nurmi Invest Oy53544,,FI23930462,53544,,
Nurmijärven Fysioterapia Oy51559,,FI10286372,51559,,
Nurmijärven kunta37226,,FI90146432,37226,,
Nurmon Kiinteistönvälitys Kommandiittiyhtiö50088,,FI5460671,50088,,
Nutribest Oy54488,,FI22993998,54488,,
Nutricia Baby Oy29945,,FI19134172,29945,,
Nutricia Medical Oy19889,,FI6000175,19889,,
Nutrimarket Oy51857,,FI22685784,51857,,
NWL Finland Oy52262,,FI20561251,52262,,
Nykarleby stad52652,,FI1830778,52652,,
Nykykaihdin Oy36645,,FI6204899,36645,,
Näköduo Ky54501,,FI22890593,54501,,
Näkömestari Oy-Synmästare Ab14177,,FI4515466,14177,,
Näköparkki Oy54391,,FI22058107,54391,,
Näköset Ky54493,,FI7224007,54493,,
Näkövammaisten Keskusliitto ry27565,,FI2027485,27565,,
Närpiön kaupunki Närpes stad52641,,FI1813679,52641,,
Näsin Oy55897,,FI2114175,55897,,
Näsin Vesijohtoliike Oy25777,,FI1845523,25777,,
O.K. Auto Oy17622,,FI1743308,17622,,
O.K. Auto Oy25963,,FI1743308,25963,,
O/Y Kamera-Aitta - Kamera-Boden A/B55307,,FI1409860,55307,,
Obscure Entertainment Finland53256,,FI21965426,53256,,
OC Bar Oy52283,,FI22158562,52283,,
OC-group Oy54344,,FI21202090,54344,,
OC-System Oy51595,,FI8942094,51595,,
Octagon Telecom Oy28219,,FI15505255,28219,,
Office Beat Oy55374,,FI23726330,55374,,
Office Showroom Joensuu Ky56488,,FI22191354,56488,,
Offsetpaino L. Tuovinen Ky56554,,FI2507980,56554,,
Oftadent Oy57980,,FI20311113,57980,,
Ohenmäen Sora Oy55423,,FI3646691,55423,,
Ohjelmakauppa T & W Oy35783,,FI19679412,35783,,
Ohjelmatoimisto Viihdehuiput Oy55708,,FI15506848,55708,,
Oikeuskanslerinvirasto OKV4047,,FI2459755,4047,,
Oikeusministeriö14765,,FI2459747,14765,,
Oikeusministeriö34505,,FI2459747,34505,,
Oikotie Oy54620,,FI22288121,54620,,
Oili Jalonen Oy50235,,FI7713839,50235,,
Oilon Home Oy51841,,FI17619643,51841,,
Oilon Industry Oy1659,,FI20431342,1659,,
OiOi Collective Oy56727,,FI23431129,56727,,
OIVA YHTIÖT OY55858,,FI18651194,55858,,
Oivauni Oy55100,,FI23460392,55100,,
Ojega Mailorder Oy34258,,FI14582793,34258,,
OJ-Kiinteistövaruste Oy55373,,FI19860182,55373,,
OK Money Finance Oy35185,,FI21070219,35185,,
OK Perintä Oy37624,,FI8737250,37624,,
OK Villiratas Oy20839,,FI16358402,20839,,
Okartek Oy55478,,FI5664519,55478,,
OK-Matkat25973,,FI8595782,25973,,
Okmetic Oyj25932,,FI5968854,25932,,
Oksasen Puutarha Oy55260,,FI10704036,55260,,
OK-Seilit Ky55685,,FI19633465,55685,,
Olavi Mäkipeura Oy57956,,FI6648043,57956,,
Olavi Räsänen Oy36845,,FI1650523,36845,,
Olini Oy54614,,FI21353200,54614,,
Olli Nissinen Ky57840,,FI22300338,57840,,
Olli Nurmi Sport Ky33895,,FI9539168,33895,,
Ollin Erä ja Kalastus Ky12530,,FI7456019,12530,,
Ollinmäen Viinitila Oy56581,,FI10099788,56581,,
Olvi Oyj1401,,FI1703189,1401,,
Olvi Oyj26232,,FI1703189,26232,,
Olvi Oyj33746,,FI1703189,33746,,
Olympus Finland Oy2766,,FI8862414,2766,,
Oma Koti Lohja Oy37701,,FI22349860,37701,,
Oma Plus Apteekkipalvelut Oy29794,,FI11005915,29794,,
Oma Säästöpankki Oyj Hauhon konttori34382,,FI22319362,34382,,
Oma Säästöpankki Oyj Joroisten konttori28889,,FI22319362,28889,,
Oma Säästöpankki Oyj Parkanon konttori25144,,FI22319362,25144,,
Omaha Oy51401,,FI9644005,51401,,
Omakiinteistö Tre Oy56613,,FI9516388,56613,,
Omasairaala Oy55973,,FI24525055,55973,,
Omasali Oy51884,,FI23080955,51884,,
OMD Finland Oy921,,FI20490473,921,,
OMD Finland Oy9950,,FI20490473,9950,,
OMD Finland Oy22324,,FI20490473,22324,,
Omena Hotellit Oy1185,,FI15791570,1185,,
Omnicom Media Group Finland Oy50,,FI19524189,50,,
Omron Electronics Oy15661,,FI6171548,15661,,
On Office Oy34282,,FI18211957,34282,,
On24 Sisustus Oy31991,,FI18883112,31991,,
Ondine Oy14215,,FI6546290,14215,,
Onduline Rakennusmateriaalit Oy56650,,FI22665126,56650,,
One Digit Oy56017,,FI23956152,56017,,
Onnellinen koti Oy29586,,FI18935082,29586,,
Onnenkuvat Oy276,,FI1956266,276,,
Onni Kustannus Oy37052,,FI22035482,37052,,
Onnibus Oy55746,,FI24468695,55746,,
Onninen Oy13506,,FI10712079,13506,,
Onninen Oy16315,,FI10712079,16315,,
Onninen Oy16990,,FI10712079,16990,,
Onninen Oy27590,,FI10712079,27590,,
Onninen Oy30824,,FI10712079,30824,,
Onninen Oy34099,,FI10712079,34099,,
Onninen Oy56287,,FI10712079,56287,,
Onnion Oy37510,,FI16395123,37510,,
OOOLALA Planet Oy57360,,FI25383079,57360,,
OP Osuuskunta1679,,FI2425221,1679,,
OP Osuuskunta36799,,FI2425221,36799,,
OP Vakuutus Oy1723,,FI14583593,1723,,
OP Vakuutus Oy27231,,FI14583593,27231,,
OP Yrityspankki Oyj1669,,FI1999207,1669,,
Opa Muurikka Oy1499,,FI15766092,1499,,
Opa Muurikka Oy33289,,FI15766092,33289,,
Opasmedia Oy25713,,FI16495386,25713,,
Opetus- ja kulttuuriministeriö2921,,FI2458728,2921,,
Opetushallitus17308,,FI8297312,17308,,
OP-Henkivakuutus Oy19720,,FI10300592,19720,,
OP-Kiinteistökeskus Kainuu Oy37771,,FI2098531,37771,,
OP-Kiinteistökeskus Kainuu Oy54722,,FI2098531,54722,,
OP-Kotipankki Oyj2788,,FI7516990,2788,,
OPM International Oy35388,,FI25374121,35388,,
OPP Finland Oy51890,,FI22349334,51890,,
